Category: Tool Id: Solar Pickaxe Old Value: 334593 - Value: 334593 | Rap changed: 0%
Category: Pet Id: Jurassic Crocodile Old Value: 4504841 - Value: 12284220 | Rap changed: 63%
Category: Pet Id: Wizard Unicorn Old Value: 1 - Value: 1 | Rap changed: 0%
Category: Pet Id: Turkey Old Value: 34145497 - Value: 5000 | Rap changed: -682810%
Category: Pet Id: Mining Monkey Old Value: 3653909 - Value: 68903 | Rap changed: -5203%
Category: Pet Id: Pufferfish Old Value: 25 - Value: 354 | Rap changed: 92%
Category: Pet Id: Giraffe Old Value: 66000 - Value: 1917 | Rap changed: -3343%
Category: Pet Id: Desert Cat Old Value: 20000 - Value: 1821 | Rap changed: -999%
Category: Pet Id: Huge Naughty Dominus Old Value: 438022787 - Value: 1192226196 | Rap changed: 63%
Category: Pet Id: Huge Party Dog Old Value: 1283609859 - Value: 643637028 | Rap changed: -100%
Category: Pet Id: Stealth Cat Old Value: 5257042 - Value: 5257042 | Rap changed: 0%
Category: Pet Id: Huge Minecart Piggy Old Value: 821433602 - Value: 3412000004 | Rap changed: 75%
Category: Pet Id: Cosmic Axolotl Old Value: 10185498 - Value: 10185498 | Rap changed: 0%
Category: Pet Id: Huge Easter Dominus Old Value: 710608312 - Value: 354516768 | Rap changed: -101%
Category: Pet Id: Hell Chest Mimic Old Value: 277261946 - Value: 277261946 | Rap changed: 0%
Category: Pet Id: Huge Wild Galaxy Agony Old Value: 89018736 - Value: 13871999964 | Rap changed: 99%
Category: Pet Id: Crackling Dragon Old Value: 2680672 - Value: 56018 | Rap changed: -4686%
Category: Pet Id: Cat Old Value: 405960 - Value: 3360854 | Rap changed: 87%
Category: Pet Id: Ninja Cat Old Value: 1336979 - Value: 40000 | Rap changed: -3243%
Category: Pet Id: Cheerful Yeti Old Value: 7900 - Value: 7900 | Rap changed: 0%
Category: Pet Id: Mushroom Raccoon Old Value: 1760 - Value: 1760 | Rap changed: 0%
Category: Pet Id: Valentines Dominus Old Value: 7522696 - Value: 9468544 | Rap changed: 20%
Category: Pet Id: Pirate Parrot Old Value: 23427 - Value: 211 | Rap changed: -11003%
Category: Pet Id: Huge Chroma Snail Old Value: 16957951510 - Value: 85858327 | Rap changed: -19652%
Category: Pet Id: Huge Easter Dominus Old Value: 710608312 - Value: 313795728 | Rap changed: -127%
Category: Pet Id: Valkyrie Dragon Old Value: 10399147 - Value: 3136344539 | Rap changed: 99%
Category: Pet Id: Frostbyte Bat Old Value: 70 - Value: 70 | Rap changed: 0%
Category: Pet Id: Huge Evolved Mining Monkey Old Value: 1943999999 - Value: 978471985 | Rap changed: -99%
Category: Pet Id: Lunar Moth Old Value: 99000 - Value: 1224 | Rap changed: -7989%
Category: Pet Id: Sailor Shark Old Value: 2696 - Value: 2696 | Rap changed: 0%
Category: Pet Id: Pog Dragon Old Value: 5698374 - Value: 374461 | Rap changed: -1422%
Category: Pet Id: Fire Dog Old Value: 42242 - Value: 404 | Rap changed: -10356%
Category: Pet Id: Ice Slime Old Value: 281 - Value: 281 | Rap changed: 0%
Category: Pet Id: Cyber Agony Old Value: 770 - Value: 770 | Rap changed: 0%
Category: Pet Id: Kawaii Tiger Old Value: 6083356 - Value: 3991635 | Rap changed: -53%
Category: Pet Id: Cyberpunk Ghost Old Value: 711 - Value: 711 | Rap changed: 0%
Category: Pet Id: Huge Sombrero Chihuahua Old Value: 14199999988 - Value: 341072175 | Rap changed: -4064%
Category: Pet Id: Grinch Cat Old Value: 309438390 - Value: 11146907 | Rap changed: -2677%
Category: Pet Id: Train Conductor Dog Old Value: 292 - Value: 4017 | Rap changed: 92%
Category: Pet Id: Huge Tech Chest Mimic Old Value: 653971563 - Value: 101702530 | Rap changed: -544%
Category: Pet Id: Huge Rudolf Old Value: 86316719 - Value: 273681173 | Rap changed: 68%
Category: Pet Id: Dino Old Value: 203 - Value: 1041 | Rap changed: 80%
Category: Pet Id: Mosaic Lamb Old Value: 52315858 - Value: 4394006 | Rap changed: -1091%
Category: Pet Id: Huge Matryoshka Capybara Old Value: 17800000191 - Value: 779293850 | Rap changed: -2185%
Category: Pet Id: Ninja Turtle Old Value: 7734 - Value: 2951 | Rap changed: -163%
Category: Pet Id: Phoenix Old Value: 2692 - Value: 423 | Rap changed: -537%
Category: Pet Id: Ice Slime Old Value: 281 - Value: 61577 | Rap changed: 99%
Category: Pet Id: Huge Party Axolotl Old Value: 641036027 - Value: 166243579 | Rap changed: -286%
Category: Pet Id: Ice Slime Old Value: 281 - Value: 1650 | Rap changed: 82%
Category: Pet Id: Fish in a Bucket Old Value: 2786 - Value: 207 | Rap changed: -1246%
Category: Pet Id: Huge Quantum Agony Old Value: 1083993224 - Value: 37849350 | Rap changed: -2764%
Category: Pet Id: Relic Cyclops Old Value: 326 - Value: 7216 | Rap changed: 95%
Category: Pet Id: Fireball Cat Old Value: 79910 - Value: 3126 | Rap changed: -2457%
Category: Pet Id: Anime Monkey Old Value: 865693578 - Value: 49963726 | Rap changed: -1633%
Category: Pet Id: Angel Cat Old Value: 720400 - Value: 1322 | Rap changed: -54394%
Category: Pet Id: Sunflower Lion Old Value: 625 - Value: 1194 | Rap changed: 47%
Category: Pet Id: Huge Good vs Evil Dragon Old Value: 538239547 - Value: 1619627181 | Rap changed: 66%
Category: Pet Id: Avenging Griffin Old Value: 955 - Value: 955 | Rap changed: 0%
Category: Pet Id: Huge Chad Elephant Old Value: 532911349 - Value: 108805133 | Rap changed: -390%
Category: Pet Id: Fire Horse Old Value: 101 - Value: 3465 | Rap changed: 97%
Category: Pet Id: Huge Festive Elf Old Value: 114155013 - Value: 22946863 | Rap changed: -398%
Category: Pet Id: Huge Pop Cat Old Value: 3551951085 - Value: 4201258037 | Rap changed: 15%
Category: Pet Id: Huge Snow Globe Hamster Old Value: 100000000000 - Value: 979821868 | Rap changed: -10106%
Category: Pet Id: Atlantean Stingray Old Value: 339688872 - Value: 6050804 | Rap changed: -5514%
Category: Pet Id: Titanic Butterfly Old Value: 90000000000 - Value: 33520000023 | Rap changed: -169%
Category: Pet Id: Woodpecker Old Value: 1253 - Value: 16199 | Rap changed: 92%
Category: Pet Id: Soul Bat Old Value: 9261617 - Value: 12120035 | Rap changed: 23%
Category: Pet Id: Huge Whale Shark Old Value: 89029014 - Value: 89029014 | Rap changed: 0%
Category: Pet Id: Flex Tiger Old Value: 559496469 - Value: 11565939 | Rap changed: -4738%
Category: Pet Id: Crystal Deer Old Value: 60828404 - Value: 6883342 | Rap changed: -784%
Category: Pet Id: Doge Old Value: 248764253 - Value: 248764253 | Rap changed: 0%
Category: Pet Id: Stegosaurus Old Value: 450 - Value: 2110 | Rap changed: 78%
Category: Pet Id: Huge Jelly Corgi Old Value: 1712428938 - Value: 1712428938 | Rap changed: 0%
Category: Pet Id: Night Terror Dog Old Value: 187 - Value: 1195 | Rap changed: 84%
Category: Pet Id: Sun Agony Old Value: 41707 - Value: 41707 | Rap changed: 0%
Category: Pet Id: Huge Honey Golem Old Value: 120000000 - Value: 120000000 | Rap changed: 0%
Category: Pet Id: Starry Owl Old Value: 1289 - Value: 888 | Rap changed: -46%
Category: Pet Id: Creepy Wolf Old Value: 6934 - Value: 6934 | Rap changed: 0%
Category: Pet Id: Bearserker Old Value: 4121 - Value: 761 | Rap changed: -442%
Category: Pet Id: Holographic Dragon Old Value: 8784 - Value: 10000 | Rap changed: 12%
Category: Pet Id: Huge Easter Bunny Old Value: 762052195 - Value: 762052195 | Rap changed: 0%
Category: Pet Id: Huge Chef Monkey Old Value: 3461938827 - Value: 183150925 | Rap changed: -1791%
Category: Pet Id: Glitched Dragon Old Value: 120275 - Value: 2343 | Rap changed: -5034%
Category: Pet Id: Scuba Shark Old Value: 350868 - Value: 7238 | Rap changed: -4748%
Category: Pet Id: Huge Sandcastle Cat Old Value: 100000000000 - Value: 4465056997 | Rap changed: -2140%
Category: Pet Id: Axolotuus Old Value: 120976 - Value: 1578 | Rap changed: -7567%
Category: Pet Id: Huge Red Wolf Old Value: 18289146 - Value: 159194549 | Rap changed: 88%
Category: Pet Id: Mosaic Griffin Old Value: 16919979893 - Value: 6454770 | Rap changed: -262032%
Category: Pet Id: Electric Slime Old Value: 255357372 - Value: 255357372 | Rap changed: 0%
Category: Pet Id: Titanic Nutcracker Cat Old Value: 950000000000 - Value: 15204760379 | Rap changed: -6149%
Category: Pet Id: Cyber Axolotl Old Value: 179 - Value: 179 | Rap changed: 0%
Category: Pet Id: Valentines Unicorn Old Value: 20536741 - Value: 138373050 | Rap changed: 85%
Category: Pet Id: Lit Octopus Old Value: 742725 - Value: 17562 | Rap changed: -4130%
Category: Pet Id: Huge Peacock Old Value: 441641049 - Value: 202082879 | Rap changed: -119%
Category: Pet Id: Ninja Turtle Old Value: 7734 - Value: 1092868 | Rap changed: 99%
Category: Pet Id: Titanic Exquisite Elephant Old Value: 223799999297 - Value: 9660836296 | Rap changed: -2217%
Category: Pet Id: Huge Love Peacock Old Value: 250000000 - Value: 1068349356 | Rap changed: 76%
Category: Pet Id: Huge Error Cat Old Value: 5016000000 - Value: 53459953 | Rap changed: -9283%
Category: Pet Id: Koi Fish Old Value: 2457 - Value: 153 | Rap changed: -1506%
Category: Pet Id: Hi-Tech Bee Old Value: 4527 - Value: 81246 | Rap changed: 94%
Category: Pet Id: Fairy Ladybug Old Value: 770 - Value: 16492 | Rap changed: 95%
Category: Pet Id: Vibrant Whale Old Value: 63229 - Value: 1883 | Rap changed: -3258%
Category: Pet Id: Huge Orange Balloon Cat Old Value: 594752732 - Value: 1429992745 | Rap changed: 58%
Category: Pet Id: Sunflower Lion Old Value: 625 - Value: 1639 | Rap changed: 61%
Category: Pet Id: Sloth Old Value: 156 - Value: 971191 | Rap changed: 99%
Category: Pet Id: Chroma Phoenix Old Value: 17040000 - Value: 19166341 | Rap changed: 11%
Category: Pet Id: Atlantean Dolphin Old Value: 18315648 - Value: 31012740 | Rap changed: 40%
Category: Pet Id: Angry Yeti Old Value: 9977 - Value: 708 | Rap changed: -1310%
Category: Pet Id: Huge Comet Cyclops Old Value: 20000000000 - Value: 402388350 | Rap changed: -4871%
Category: Pet Id: Snow Dog Old Value: 244 - Value: 720 | Rap changed: 66%
Category: Pet Id: Huge Lucki Monkey Old Value: 1033039718 - Value: 69886701 | Rap changed: -1379%
Category: Pet Id: Huge Easter Dominus Old Value: 710608312 - Value: 1069584016 | Rap changed: 33%
Category: Pet Id: Huge Jolly Dino Old Value: 16951592020 - Value: 112211181 | Rap changed: -15007%
Category: Pet Id: Huge Kangaroo Old Value: 28474752 - Value: 28474752 | Rap changed: 0%
Category: Pet Id: Santa Paws Old Value: 74000000 - Value: 49600001 | Rap changed: -50%
Category: Pet Id: Titanic Cheerful Yeti Old Value: 70879999654 - Value: 70879999654 | Rap changed: 0%
Category: Pet Id: Pineapple Monkey Old Value: 40644 - Value: 539 | Rap changed: -7441%
Category: Pet Id: Huge Holiday Pegasus Old Value: 455040600 - Value: 775632779 | Rap changed: 41%
Category: Pet Id: Huge Ooze Cat Old Value: 343462116 - Value: 1815291229 | Rap changed: 81%
Category: Pet Id: Squirrel Old Value: 117590 - Value: 18290000 | Rap changed: 99%
Category: Pet Id: Corrupt Cat Old Value: 810478 - Value: 810478 | Rap changed: 0%
Category: Pet Id: Three Headed Dragon Old Value: 15000 - Value: 8300 | Rap changed: -81%
Category: Pet Id: Huge Ancient Dragon Old Value: 8114400054 - Value: 895974520 | Rap changed: -806%
Category: Pet Id: Huge Party Penguin Old Value: 20000000000 - Value: 11443520121 | Rap changed: -75%
Category: Pet Id: Jelly Shiba Old Value: 14799798 - Value: 14799798 | Rap changed: 0%
Category: Pet Id: Titanic Hubert Old Value: 75000000000 - Value: 23425543930 | Rap changed: -221%
Category: Pet Id: Huge Snowman Old Value: 3190797488 - Value: 1039057461 | Rap changed: -208%
Category: Pet Id: Avenging Griffin Old Value: 955 - Value: 1262 | Rap changed: 24%
Category: Pet Id: Mosaic Corgi Old Value: 13500082 - Value: 14719493 | Rap changed: 8%
Category: Pet Id: Huge Colorful Wisp Old Value: 72513273 - Value: 72513273 | Rap changed: 0%
Category: Pet Id: Huge Panther Old Value: 1630201759 - Value: 561407228 | Rap changed: -191%
Category: Pet Id: Gleebo The Alien Old Value: 344533 - Value: 917 | Rap changed: -37472%
Category: Pet Id: Titanic Atlantean Jellyfish Old Value: 100000000000 - Value: 41795886151 | Rap changed: -140%
Category: Pet Id: Lemur Old Value: 231 - Value: 13755213 | Rap changed: 99%
Category: Pet Id: Trojan Horse Old Value: 172 - Value: 43180 | Rap changed: 99%
Category: Pet Id: Titanic Nightmare Corgi Old Value: 99000000000 - Value: 18416362745 | Rap changed: -438%
Category: Pet Id: Huge Tiedye Corgi Old Value: 710087699 - Value: 186864730 | Rap changed: -281%
Category: Pet Id: Holiday Dove Old Value: 24346966 - Value: 6640 | Rap changed: -366572%
Category: Pet Id: Goldfish Old Value: 1051 - Value: 1221 | Rap changed: 13%
Category: Pet Id: Frost Dragon Old Value: 165 - Value: 2524 | Rap changed: 93%
Category: Pet Id: Elemental Phoenix Old Value: 1504564 - Value: 6036 | Rap changed: -24827%
Category: Pet Id: Sandcastle Dog Old Value: 2327 - Value: 2327 | Rap changed: 0%
Category: Pet Id: Huge Electric Werewolf Old Value: 12000000000 - Value: 3246400026 | Rap changed: -270%
Category: Pet Id: Brain Old Value: 490 - Value: 9199 | Rap changed: 94%
Category: Pet Id: Huge Snowflake Dominus Old Value: 88317233 - Value: 39522827 | Rap changed: -124%
Category: Pet Id: Cool Corgi Old Value: 326741404 - Value: 81840405 | Rap changed: -300%
Category: Pet Id: Purple Cobra Old Value: 144000 - Value: 220 | Rap changed: -65355%
Category: Pet Id: Shadow Panther Old Value: 1167 - Value: 1167 | Rap changed: 0%
Category: Pet Id: Valentines Bee Old Value: 2340026 - Value: 6297438 | Rap changed: 62%
Category: Pet Id: Ice Slime Old Value: 281 - Value: 361 | Rap changed: 22%
Category: Pet Id: Huge Cupcake Old Value: 7200000003 - Value: 368108672 | Rap changed: -1856%
Category: Pet Id: Phoenix Old Value: 2692 - Value: 4993 | Rap changed: 46%
Category: Pet Id: Huge Crash Dummy Noob Old Value: 55591935 - Value: 769687401 | Rap changed: 92%
Category: Pet Id: Pufferfish Old Value: 25 - Value: 150000 | Rap changed: 99%
Category: Pet Id: Huge Hacked Cat Old Value: 455862710 - Value: 248507421 | Rap changed: -84%
Category: Pet Id: Huge Zebra Old Value: 22748694 - Value: 172117677 | Rap changed: 86%
Category: Pet Id: Melted Slime Old Value: 1 - Value: 3076 | Rap changed: 99%
Category: Pet Id: Seal Old Value: 939599 - Value: 939599 | Rap changed: 0%
Category: Pet Id: Fairy Queen Old Value: 9819880 - Value: 9819880 | Rap changed: 0%
Category: Pet Id: Huge Santa Paws Old Value: 578599928 - Value: 2855427677 | Rap changed: 79%
Category: Pet Id: Fragmented Golem Old Value: 2347481 - Value: 876887 | Rap changed: -168%
Category: Pet Id: Lamb Old Value: 1768 - Value: 1 | Rap changed: -176700%
Category: Pet Id: Diamond Cat Old Value: 664217427 - Value: 14697466 | Rap changed: -4420%
Category: Pet Id: Armadillo Old Value: 188537 - Value: 400882 | Rap changed: 52%
Category: Pet Id: Luxe Axolotl Old Value: 142646 - Value: 33962 | Rap changed: -321%
Category: Pet Id: Huge Hell Rock Old Value: 4051462682 - Value: 2610208025 | Rap changed: -56%
Category: Pet Id: Student Corgi Old Value: 26456 - Value: 4291 | Rap changed: -517%
Category: Pet Id: Puma Old Value: 142192 - Value: 79609 | Rap changed: -79%
Category: Pet Id: Bull Old Value: 4784 - Value: 7194 | Rap changed: 33%
Category: Pet Id: Colorful Dragon Old Value: 148383 - Value: 23567 | Rap changed: -530%
Category: Pet Id: Huge Nightmare Spirit Old Value: 952735723 - Value: 952735723 | Rap changed: 0%
Category: Pet Id: Huge Grinch Cat Old Value: 595865953 - Value: 353901475 | Rap changed: -69%
Category: Pet Id: Huge Kaiju Hydra Old Value: 15257932128 - Value: 217459895 | Rap changed: -6917%
Category: Pet Id: Phoenix Old Value: 2692 - Value: 599664892 | Rap changed: 99%
Category: Pet Id: Turbo Cheetah Old Value: 15168 - Value: 178 | Rap changed: -8422%
Category: Pet Id: Cold Ladybug Old Value: 237 - Value: 650 | Rap changed: 63%
Category: Pet Id: Huge Error Cat Old Value: 5016000000 - Value: 71021450 | Rap changed: -6963%
Category: Pet Id: Springy Axolotl Old Value: 118 - Value: 22093880 | Rap changed: 99%
Category: Pet Id: Owl Old Value: 756 - Value: 299772 | Rap changed: 99%
Category: Pet Id: Huge Wild Galaxy Agony Old Value: 89018736 - Value: 329071224 | Rap changed: 72%
Category: Pet Id: Pirate Cat Old Value: 370 - Value: 68 | Rap changed: -445%
Category: Pet Id: Huge Poison Turtle Old Value: 399999999 - Value: 226832388 | Rap changed: -77%
Category: Pet Id: Stealth Dragon Old Value: 91823318 - Value: 20312568 | Rap changed: -353%
Category: Pet Id: Walrus Old Value: 4000 - Value: 4000 | Rap changed: 0%
Category: Pet Id: Honey Badger Old Value: 685038 - Value: 469 | Rap changed: -145964%
Category: Pet Id: Balloon Dragon Old Value: 988756565 - Value: 6868957 | Rap changed: -14295%
Category: Pet Id: Mining Robot Old Value: 16770641 - Value: 31260962 | Rap changed: 46%
Category: Pet Id: Huge Old Wizard Corgi Old Value: 2745279997 - Value: 220499731 | Rap changed: -1146%
Category: Pet Id: Guard Corgi Old Value: 1827 - Value: 1827 | Rap changed: 0%
Category: Pet Id: Mantis Shrimp Old Value: 3560000 - Value: 67320 | Rap changed: -5189%
Category: Pet Id: Pristine Poodle Old Value: 92800 - Value: 102 | Rap changed: -90881%
Category: Pet Id: Hacked Cat Old Value: 1845253 - Value: 3797 | Rap changed: -48498%
Category: Pet Id: Cyclops Old Value: 208 - Value: 2518981 | Rap changed: 99%
Category: Pet Id: Melted Slime Old Value: 1 - Value: 8432 | Rap changed: 99%
Category: Pet Id: African Wild Dog Old Value: 5397 - Value: 2641837 | Rap changed: 99%
Category: Pet Id: Huge Machete Dog Old Value: 37600000232 - Value: 1055637262 | Rap changed: -3462%
Category: Pet Id: Crystal Dog Old Value: 6613523 - Value: 59520962 | Rap changed: 88%
Category: Pet Id: Tiedye Axolotl Old Value: 31976904 - Value: 1398000001 | Rap changed: 97%
Category: Pet Id: Wyvern of Hades Old Value: 1144160 - Value: 7920350 | Rap changed: 85%
Category: Pet Id: Guard Corgi Old Value: 1827 - Value: 1807 | Rap changed: -2%
Category: Pet Id: Huge Firefighter Dalmation Old Value: 170115216 - Value: 170115216 | Rap changed: 0%
Category: Pet Id: Old Wizard Corgi Old Value: 8279999974 - Value: 5000000000 | Rap changed: -66%
Category: Pet Id: Huge Reindeer Agony Old Value: 394450400 - Value: 2910155731 | Rap changed: 86%
Category: Pet Id: Fire Bat Old Value: 380 - Value: 35045 | Rap changed: 98%
Category: Pet Id: Golden Retriever Old Value: 7929 - Value: 164 | Rap changed: -4735%
Category: Pet Id: Huge Good vs Evil Cat Old Value: 61489103 - Value: 109298999 | Rap changed: 43%
Category: Pet Id: Huge Mining Raccoon Old Value: 74659076 - Value: 1149609377 | Rap changed: 93%
Category: Pet Id: Guest Noob Old Value: 116155703 - Value: 116155703 | Rap changed: 0%
Category: Pet Id: Koala Old Value: 4737256 - Value: 4737256 | Rap changed: 0%
Category: Pet Id: Pirate Cat Old Value: 370 - Value: 40158 | Rap changed: 99%
Category: Pet Id: Player Corgi Old Value: 853 - Value: 45 | Rap changed: -1796%
Category: Pet Id: Huge Matrix Monkey Old Value: 25000000000 - Value: 25000000000 | Rap changed: 0%
Category: Pet Id: Giraffe Old Value: 66000 - Value: 187 | Rap changed: -35195%
Category: Pet Id: Huge Techno Cat Old Value: 275192272 - Value: 977338789 | Rap changed: 71%
Category: Pet Id: Huge Pastel Elephant Old Value: 3968534430 - Value: 397575422 | Rap changed: -899%
Category: Pet Id: Huge Sleipnir Old Value: 721420371 - Value: 721420371 | Rap changed: 0%
Category: Pet Id: Capybara Old Value: 12183937 - Value: 12183937 | Rap changed: 0%
Category: Pet Id: Huge Unicorn Dragon Old Value: 4415861830 - Value: 835596342 | Rap changed: -429%
Category: Pet Id: Mechanical Spider Old Value: 1600 - Value: 4244 | Rap changed: 62%
Category: Pet Id: Wild Frost Agony Old Value: 9775 - Value: 714 | Rap changed: -1270%
Category: Pet Id: Quokka Old Value: 1761 - Value: 7478723 | Rap changed: 99%
Category: Pet Id: Color Ruins Parrot Old Value: 10692061 - Value: 91 | Rap changed: -11749418%
Category: Pet Id: Huge Hologram Axolotl Old Value: 25000000000 - Value: 1385106305 | Rap changed: -1705%
Category: Pet Id: Hell Fox Old Value: 2562 - Value: 222 | Rap changed: -1055%
Category: Pet Id: Stealth Dragon Old Value: 91823318 - Value: 8528505 | Rap changed: -977%
Category: Pet Id: Huge Electric Werewolf Old Value: 12000000000 - Value: 369678854 | Rap changed: -3147%
Category: Pet Id: Hot Cocoa Cat Old Value: 48465 - Value: 2516 | Rap changed: -1827%
Category: Pet Id: Huge Lucky Cat Old Value: 705949602 - Value: 1911158094 | Rap changed: 63%
Category: Pet Id: Hi-Tech Monkey Old Value: 2121 - Value: 2180 | Rap changed: 2%
Category: Pet Id: Sandcastle Cat Old Value: 406019 - Value: 548 | Rap changed: -73992%
Category: Pet Id: Huge Jolly Owl Old Value: 153185078 - Value: 64899999999 | Rap changed: 99%
Category: Pet Id: Glitched Phoenix Old Value: 747 - Value: 747 | Rap changed: 0%
Category: Pet Id: Cool Cat Old Value: 82654275 - Value: 4334164 | Rap changed: -1808%
Category: Pet Id: Kitsune Fox Old Value: 25489 - Value: 842 | Rap changed: -2928%
Category: Pet Id: Mosaic Dove Old Value: 7618967 - Value: 10271431 | Rap changed: 25%
Category: Pet Id: Guilded Raven Old Value: 45688 - Value: 532 | Rap changed: -8488%
Category: Pet Id: Huge Scarecrow Dog Old Value: 149667850 - Value: 62342009 | Rap changed: -141%
Category: Pet Id: Huge Exquisite Parrot Old Value: 89572114 - Value: 321149690 | Rap changed: 72%
Category: Pet Id: Neon Dog Old Value: 18825182 - Value: 6528567 | Rap changed: -189%
Category: Pet Id: Huge Festive Cat Old Value: 188789997 - Value: 622596086 | Rap changed: 69%
Category: Pet Id: Dragon Old Value: 2005920 - Value: 153000 | Rap changed: -1212%
Category: Pet Id: Snowflake Dominus Old Value: 2781 - Value: 38312 | Rap changed: 92%
Category: Pet Id: Coin Old Value: 30000000000 - Value: 30000000000 | Rap changed: 0%
Category: Pet Id: Huge Balloon Cat Old Value: 663113312 - Value: 305412343 | Rap changed: -118%
Category: Pet Id: Desert Cat Old Value: 20000 - Value: 10790 | Rap changed: -86%
Category: Pet Id: Red Woofy Old Value: 697 - Value: 697 | Rap changed: 0%
Category: Pet Id: Flamortuus Old Value: 2 - Value: 297 | Rap changed: 99%
Category: Pet Id: Titanic Loveserker Old Value: 18618261705 - Value: 9836603900 | Rap changed: -90%
Category: Pet Id: Marzipan Piggy Old Value: 1535 - Value: 2402 | Rap changed: 36%
Category: Pet Id: Alien Arachnid Old Value: 4873 - Value: 4873 | Rap changed: 0%
Category: Pet Id: Tulip Hedgehog Old Value: 309 - Value: 91028 | Rap changed: 99%
Category: Pet Id: Huge Dragon Old Value: 658977256 - Value: 1516318581 | Rap changed: 56%
Category: Pet Id: White Tiger Old Value: 108 - Value: 194 | Rap changed: 44%
Category: Pet Id: Owl Old Value: 756 - Value: 25731 | Rap changed: 97%
Category: Pet Id: Scary Corgi Old Value: 4136 - Value: 166 | Rap changed: -2392%
Category: Pet Id: Royal Peacock Old Value: 52443 - Value: 439 | Rap changed: -11847%
Category: Pet Id: Chroma Tiger Old Value: 641007 - Value: 28602 | Rap changed: -2142%
Category: Pet Id: Fire Horse Old Value: 101 - Value: 36666 | Rap changed: 99%
Category: Pet Id: Huge Shuriken Corgi Old Value: 85459677 - Value: 26567021 | Rap changed: -222%
Category: Pet Id: Wyvern of Hades Old Value: 1144160 - Value: 4420 | Rap changed: -25786%
Category: Pet Id: Huge Pirate Parrot Old Value: 1101120563 - Value: 292077552 | Rap changed: -277%
Category: Pet Id: Huge Arcane Dominus Old Value: 11319999976 - Value: 16103532492 | Rap changed: 29%
Category: Pet Id: Titanic Dolphin Old Value: 21356160032 - Value: 10514846116 | Rap changed: -104%
Category: Pet Id: Luchador Axolotl Old Value: 8405065 - Value: 1109224648 | Rap changed: 99%
Category: Pet Id: Huge Nightmare Kraken Old Value: 1269243795 - Value: 2089191426 | Rap changed: 39%
Category: Pet Id: Quokka Old Value: 1761 - Value: 20378 | Rap changed: 91%
Category: Pet Id: Gingerbread Cat Old Value: 235049 - Value: 496165 | Rap changed: 52%
Category: Pet Id: White Bunny Old Value: 67 - Value: 8916684 | Rap changed: 99%
Category: Pet Id: Stunt Corgi Old Value: 14404 - Value: 1138 | Rap changed: -1166%
Category: Pet Id: Frost Dragon Old Value: 165 - Value: 287 | Rap changed: 42%
Category: Pet Id: Sun Parrot Old Value: 2749 - Value: 35862880 | Rap changed: 99%
Category: Pet Id: Wicked Empyrean Dominus Old Value: 465240 - Value: 5 | Rap changed: -9304700%
Category: Pet Id: Walrus Old Value: 4000 - Value: 5589 | Rap changed: 28%
Category: Pet Id: Easter Axolotl Old Value: 746784 - Value: 215808 | Rap changed: -247%
Category: Pet Id: Dark Lord Old Value: 439148 - Value: 7177 | Rap changed: -6019%
Category: Pet Id: 404 Demon Old Value: 54091 - Value: 5623 | Rap changed: -862%
Category: Pet Id: Turkey Old Value: 34145497 - Value: 12109 | Rap changed: -281885%
Category: Pet Id: Huge Safari Cat Old Value: 322004454 - Value: 322004454 | Rap changed: 0%
Category: Pet Id: Huge Jolly Penguin Old Value: 36542424 - Value: 36542424 | Rap changed: 0%
Category: Pet Id: Rhino Old Value: 27400289 - Value: 438846 | Rap changed: -6144%
Category: Pet Id: Empyrean Fox Old Value: 367544 - Value: 26840 | Rap changed: -1270%
Category: Pet Id: Huge Peacock Old Value: 441641049 - Value: 313865310 | Rap changed: -41%
Category: Pet Id: Huge Detective Terrier Old Value: 184352554 - Value: 18407212308 | Rap changed: 98%
Category: Pet Id: Hellish Axolotl Old Value: 5600 - Value: 2732 | Rap changed: -105%
Category: Pet Id: Huge Reversed Cat Old Value: 10669337065 - Value: 798687235 | Rap changed: -1236%
Category: Pet Id: Pastel Deer Old Value: 125600 - Value: 465 | Rap changed: -26911%
Category: Pet Id: Pinecone Porcupine Old Value: 209225830 - Value: 22383 | Rap changed: -934654%
Category: Pet Id: Relic Squirrel Old Value: 90000 - Value: 3832 | Rap changed: -2249%
Category: Pet Id: Guard Bunny Old Value: 352523 - Value: 2422819 | Rap changed: 85%
Category: Pet Id: Sailor Shark Old Value: 2696 - Value: 393 | Rap changed: -587%
Category: Pet Id: Titanic Butterfly Old Value: 90000000000 - Value: 17988481528 | Rap changed: -401%
Category: Pet Id: Jaguar Old Value: 42800 - Value: 325 | Rap changed: -13070%
Category: Pet Id: Hellish Axolotl Old Value: 5600 - Value: 15534 | Rap changed: 63%
Category: Pet Id: Huge Cosmic Agony Old Value: 545472297 - Value: 1776886106 | Rap changed: 69%
Category: Pet Id: Abyssal Kraken Old Value: 534 - Value: 534 | Rap changed: 0%
Category: Pet Id: Pog Shark Old Value: 45320000 - Value: 37008703 | Rap changed: -23%
Category: Pet Id: Teacher Cat Old Value: 3009151 - Value: 951 | Rap changed: -316320%
Category: Pet Id: Cosmic Dragon Old Value: 191410697 - Value: 8582450 | Rap changed: -2131%
Category: Pet Id: Dark Dragon Old Value: 76894 - Value: 4486 | Rap changed: -1615%
Category: Pet Id: Hooded Bobcat Old Value: 3024 - Value: 3024 | Rap changed: 0%
